"trust_code","trust_name","nhs_region","trust_type"
"AR8","THE EYE ACADEMY (RICHMOND) LTD","SOUTH EAST","INDEPENDENT SECTOR"
"AR9","EAST KENT REHABILITATION ALLIANCE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"ARA","MID HAMPSHIRE HEALTHCARE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"ARC","HEALTH CONNECTIONS MENDIP (HQ)","SOUTH WEST","INDEPENDENT SECTOR"
"ARD","ST MICHAEL'S HOSPICE","SOUTH EAST","INDEPENDENT SECTOR"
"ARE","SRCL LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ARF","ST WILFRID'S HOSPICE","SOUTH EAST","INDEPENDENT SECTOR"
"ARG","WESTMINISTER DRUG PROJECT","LONDON","INDEPENDENT SECTOR"
"ARH","ARTHUR RANK HOSPICE CHARITY","EAST OF ENGLAND","INDEPENDENT SECTOR"
"ARJ","NORTHAMPTONSHIRE PSYCHOLOGICAL CARE SERVICE LTD","MIDLANDS","INDEPENDENT SECTOR"
"ARK","TOWNSEND HOUSE ENT SERVICES","SOUTH WEST","INDEPENDENT SECTOR"
"ARL","PRIMARY CARE SHEFFIELD (HQ)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ARL","PRIMARY CARE SHEFFIELD (HQ)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ARM","GDOC LTD","SOUTH WEST","INDEPENDENT SECTOR"
"ARM","GDOC LTD","SOUTH WEST","INDEPENDENT SECTOR"
"ARM","GDOC LTD","SOUTH WEST","INDEPENDENT SECTOR"
"ARN","LOCAL CARE DIRECT","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ARP","WARRINGTON PRIMARY CARE HOMES CIC","NORTH WEST","INDEPENDENT SECTOR"
"ARQ","CHELSEA MEDICAL - DR ROSE'S FAMILY PRACTICE","LONDON","INDEPENDENT SECTOR"
"ARR","BERKSHIRE PRIMARY CARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"ART","HAWK EYE VENTURES LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"ARV","NEW FOREST HEALTHCARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"ARW","BURY GP PRACTICES LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"ARX","MONMEDICAL LTD","LONDON","INDEPENDENT SECTOR"
"ARY","THE VILLAGE PRACTICE","NORTH WEST","INDEPENDENT SECTOR"
"AT0","NHS PRACTITIONER HEALTH PROGRAMME","LONDON","INDEPENDENT SECTOR"
"AT6","BEST PRACTICE (SOUTH OF ENGLAND) LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"AT7","REHABILITATION AND THERAPY SKILLS DEVELOPMENT LTD","SOUTH EAST","INDEPENDENT SECTOR"
"AT7","REHABILITATION AND THERAPY SKILLS DEVELOPMENT LTD","SOUTH EAST","INDEPENDENT SECTOR"
"AT7","REHABILITATION AND THERAPY SKILLS DEVELOPMENT LTD","SOUTH EAST","INDEPENDENT SECTOR"
"AT8","DANUM MEDICAL SERVICES LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AT9","SOUTH EAST LAMBETH HEALTH PARTNERSHIP","LONDON","INDEPENDENT SECTOR"
"AT9","SOUTH EAST LAMBETH HEALTH PARTNERSHIP","LONDON","INDEPENDENT SECTOR"
"ATA","THE MEWS PRACTICE","SOUTH EAST","INDEPENDENT SECTOR"
"ATC","DERWENTSIDE HEALTHCARE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ATC","DERWENTSIDE HEALTHCARE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ATC","DERWENTSIDE HEALTHCARE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ATD","THRIVE PARTNERSHIP LLP","LONDON","INDEPENDENT SECTOR"
"ATE","SUNDERLAND GP ALLIANCE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ATE","SUNDERLAND GP ALLIANCE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ATF","INTERHEARING LTD","MIDLANDS","INDEPENDENT SECTOR"
"ATG","COLEMANS HEARING AND VISION CENTRE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"ATH","PENINSULA TRAUMA NETWORK","SOUTH WEST","INDEPENDENT SECTOR"
"ATJ","BEEZEE BODIES C.I.C","EAST OF ENGLAND","INDEPENDENT SECTOR"
"ATK","GP HEALTH PARTNERS LTD","SOUTH EAST","INDEPENDENT SECTOR"
"ATK","GP HEALTH PARTNERS LTD","SOUTH EAST","INDEPENDENT SECTOR"
"ATL","BEGG PRACTICE","LONDON","INDEPENDENT SECTOR"
"ATM","NEWBRIDGE CARE SYSTEMS LTD","MIDLANDS","INDEPENDENT SECTOR"
"ATN","BIG PRACTICE LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"ATP","BROMLEY GP ALLIANCE LTD","LONDON","INDEPENDENT SECTOR"
"ATQ","PRIMECARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"ATR","EVERYONE HEALTH","MIDLANDS","INDEPENDENT SECTOR"
"ATT","ASHBOURNE PHYSIOTHERAPY & SPORTS INJURIES CLINIC LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"ATV","PRIMARY CARE CHESHIRE CIC","NORTH WEST","INDEPENDENT SECTOR"
"ATW","INSPIRA HEALTH","NORTH WEST","INDEPENDENT SECTOR"
"ATX","FOCUS INDEPENDENT ADULT SOCIAL WORK C.I.C","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"ATY","BARNSLEY HEALTHCARE FEDERATION CIC","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AV0","BLUESKY ORTHOPAEDIC LTD","MIDLANDS","INDEPENDENT SECTOR"
"AV1","RESPIRICARE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"AV2","CHILD DYNAMIX","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AV3","GREATER PETERBOROUGH NETWORK LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AV4","THE YORKSHIRE NO-SCAPEL VASECTOMY SERVICE","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AV5","GP CARE SERVICES LTD","NORTH WEST","INDEPENDENT SECTOR"
"AV6","NSL CARE SERVICES HQ","LONDON","INDEPENDENT SECTOR"
"AV7","ORBIT HEALTHCARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"AV8","HARVEY ROAD CLINIC - GPWSI","MIDLANDS","INDEPENDENT SECTOR"
"AV9","MOUNTAIN HEALTHCARE LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AVA","PALMARIS HEALTHCARE LIMITED","LONDON","INDEPENDENT SECTOR"
"AVC","IGP CARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"AVD","PRIORY MEDICAL CENTRE ENDOSCOPY SERVICE","NORTH WEST","INDEPENDENT SECTOR"
"AVE","IQ CARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"AVF","LOEWS HEALTHCARE LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AVG","ENFIELD HEALTHCARE ALLIANCE LIMITED","LONDON","INDEPENDENT SECTOR"
"AVH","ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD","MIDLANDS","INDEPENDENT SECTOR"
"AVJ","BB HEALTHCARE SOLUTIONS LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AVK","TRINITY CARE WAKEFIELD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AVL","MEDWAY PRACTICES ALLIANCE LTD (MPA)","SOUTH EAST","INDEPENDENT SECTOR"
"AVM","CRG MEDICAL SERVICES LTD","NORTH WEST","INDEPENDENT SECTOR"
"AVN","SUTTON GP SERVICES LIMITED","LONDON","INDEPENDENT SECTOR"
"AVP","18 WEEK SUPPORT LLP","LONDON","INDEPENDENT SECTOR"
"AVQ","ONE ASHFORD HEALTHCARE LTD","MIDLANDS","INDEPENDENT SECTOR"
"AVR","TOUCHSTONE LEEDS","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AVT","TERRENCE HIGGINS TRUST HQ","LONDON","INDEPENDENT SECTOR"
"AVV","NORTH LEWISHAM HEALTH LIMITED","LONDON","INDEPENDENT SECTOR"
"AVW","BOURNEMOUTH 1 DOMICILIARY SPECSAVERS (HQ)","SOUTH EAST","INDEPENDENT SECTOR"
"AVX","LEWISHAM HEALTHCARE LIMITED","LONDON","INDEPENDENT SECTOR"
"AVY","LEWISHAM PRIMARY CARE PARTNERSHIP LIMITED","LONDON","INDEPENDENT SECTOR"
"AW0","LEWISHAM 4 HEALTH LTD","LONDON","INDEPENDENT SECTOR"
"AW1","TOGETHER FIRST LTD","LONDON","INDEPENDENT SECTOR"
"AW6","BUPA HOME HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"AW6","BUPA HOME HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"AW6","BUPA HOME HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"AW7","MANCHESTER EYE AND COSMETIC CLINIC LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"AW8","THE NEWHALL MEDICAL PRACTICE LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"AW9","INMED ENTERPRISE LTD","MIDLANDS","INDEPENDENT SECTOR"
"AWA","EASTWOOD ENDOSCOPY CENTRE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AWA","EASTWOOD ENDOSCOPY CENTRE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AWC","BOLTON GP FEDERATION LTD","NORTH WEST","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWD","PRIMARY EYECARE (HERTFORDSHIRE) LTD","LONDON","INDEPENDENT SECTOR"
"AWE","GLOBAL TRANSLATION SERVICES LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"AWF","REWARD PHYSIOTHERAPY","SOUTH EAST","INDEPENDENT SECTOR"
"AWG","DACORUM HEALTHCARE PROVIDERS LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AWH","PRACTICE BASED CLINICAL SERVICES LIMITED","LONDON","INDEPENDENT SECTOR"
"AWH","PRACTICE BASED CLINICAL SERVICES LIMITED","LONDON","INDEPENDENT SECTOR"
"AWJ","INTERCOM TRUST","SOUTH WEST","INDEPENDENT SECTOR"
"AWK","PCH DENTAL CIC","SOUTH WEST","INDEPENDENT SECTOR"
"AWK","PCH DENTAL CIC","SOUTH WEST","INDEPENDENT SECTOR"
"AWL","TWO HARBOURS HEALTHCARE LTD","SOUTH WEST","INDEPENDENT SECTOR"
"AWM","JB PHYSIOTHERAPY","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AWN","CLINIC NINE","SOUTH EAST","INDEPENDENT SECTOR"
"AWN","CLINIC NINE","SOUTH EAST","INDEPENDENT SECTOR"
"AWN","CLINIC NINE","SOUTH EAST","INDEPENDENT SECTOR"
"AWP","PARTNERSHEALTH LLP","MIDLANDS","INDEPENDENT SECTOR"
"AWQ","NWSURREY LOCALITY HUBS","SOUTH EAST","INDEPENDENT SECTOR"
"AWQ","NWSURREY LOCALITY HUBS","SOUTH EAST","INDEPENDENT SECTOR"
"AWR","ONE STOP DOCTORS LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AWT","MYA COSMETIC SURGERY LIMITED","LONDON","INDEPENDENT SECTOR"
"AWV","THE BIRMINGHAM PROSTATE CLINIC LTD","MIDLANDS","INDEPENDENT SECTOR"
"AWW","HILLINGDON MIND","LONDON","INDEPENDENT SECTOR"
"AWX","ACCREDO SUPPORT & DEVELOPMENT LTD","MIDLANDS","INDEPENDENT SECTOR"
"AWY","EAGLE CARE ALTERNATIVES LTD","MIDLANDS","INDEPENDENT SECTOR"
"AX0","THE NEW VICTORIA HOSPITAL LIMITED","LONDON","INDEPENDENT SECTOR"
"AX1","HEATHER HALL HYPNOTHERAPY HQ","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AX2","SYNCHRONICITY CARE LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AX3","THE SOUTH WEST LONDON ELECTIVE ORTHOPAEDIC CENTRE","SOUTH EAST","INDEPENDENT SECTOR"
"AX4","THE HOSPITAL MEDICAL GROUP HOLDINGS LTD","MIDLANDS","INDEPENDENT SECTOR"
"AX5","NORTH LAMBETH PRACTICES LIMITED","LONDON","INDEPENDENT SECTOR"
"AX6","SW LAMBETH HEALTH CARE LIMITED","LONDON","INDEPENDENT SECTOR"
"AX7","BIRCHWOOD PRIVATE PHYSIOTHERAPY POOLE LTD","SOUTH WEST","INDEPENDENT SECTOR"
"AX8","MEDICO PARTNERS LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"AX9","HARRODS LTD","LONDON","INDEPENDENT SECTOR"
"AXA","TOWER HAMLETS GP CARE GROUP CIC","LONDON","INDEPENDENT SECTOR"
"AXC","WELBECK HEALTHCARE LIMITED","LONDON","INDEPENDENT SECTOR"
"AXD","ROYAL SOCIETY FOR PUBLIC HEALTH","LONDON","INDEPENDENT SECTOR"
"AXE","WELLBEING NORFOLK AND WAVENEY","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AXF","PURE HOMECARE","MIDLANDS","INDEPENDENT SECTOR"
"AXG","WILTSHIRE HEALTH & CARE LLP","SOUTH WEST","INDEPENDENT SECTOR"
"AXH","HENDON EYECARE OPTICIANS","LONDON","INDEPENDENT SECTOR"
"AXJ","PRE-SCHOOL LEARNING ALLIANCE","LONDON","INDEPENDENT SECTOR"
"AXK","WOLVERHAMPTON DOCTORS ON CALL LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"AXL","MUNDESLEY HOSPITAL","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AXM","DOROTHY HOUSE HOSPICE CARE","SOUTH WEST","INDEPENDENT SECTOR"
"AXN","NEW WAVES INTEGRATED CARE LIMITED","SOUTH WEST","INDEPENDENT SECTOR"
"AXP","EREWASH HEALTH LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"AXQ","JOHN LOW LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AXQ","JOHN LOW LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AXQ","JOHN LOW LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AXR","CENTRAL DURHAM GP PROVIDERS LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AXT","ONE MEDICAL GROUP LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AXV","TEASDALE HEALTHCARE LTD","MIDLANDS","INDEPENDENT SECTOR"
"AXW","KIRTON LINDSEY SURGERY MCATS","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AXX","ESSENZE","SOUTH EAST","INDEPENDENT SECTOR"
"AXY","PRIVATE PSYCHIATRY LLP","SOUTH EAST","INDEPENDENT SECTOR"
"AY0","TFHC LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"AY1","MEDEFER LIMITED","LONDON","INDEPENDENT SECTOR"
"AY2","DR ROB BASKIND (PSYCHIATRIST)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AY3","RM PARTNERS","LONDON","INDEPENDENT SECTOR"
"AY4","PHYSIO R US LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"AY5","FIRST CALL GP LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"AY6","THE OZASE CLINIC","MIDLANDS","INDEPENDENT SECTOR"
"AY6","THE OZASE CLINIC","MIDLANDS","INDEPENDENT SECTOR"
"AY7","BOURN HALL LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"AY8","DR A W BAKER - ASHWOOD ASSOCIATES","SOUTH EAST","INDEPENDENT SECTOR"
"AY9","EXPRESS DIAGNOSTIC IMAGING LTD","SOUTH EAST","INDEPENDENT SECTOR"
"AYA","YORHEALTH LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"AYC","INTEGRATED CARE PARTNERSHIP","SOUTH EAST","INDEPENDENT SECTOR"
"AYC","INTEGRATED CARE PARTNERSHIP","SOUTH EAST","INDEPENDENT SECTOR"
"AYD","SPECIALIST CARDIAC DIAGNOSTICS LTD","LONDON","INDEPENDENT SECTOR"
"AYE","INGEUS UK LTD","MIDLANDS","INDEPENDENT SECTOR"
"AYF","WATERCRESS MEDICAL","SOUTH EAST","INDEPENDENT SECTOR"
"NAA","SK HEALTH LTD","NORTH WEST","INDEPENDENT SECTOR"
"NAB","ECARESERVE LTD","LONDON","INDEPENDENT SECTOR"
"NAC","STREATHAM YOUNG PERSON'S CLINIC","LONDON","INDEPENDENT SECTOR"
"NAC","STREATHAM YOUNG PERSON'S CLINIC","LONDON","INDEPENDENT SECTOR"
"NAD","BOC LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NAE","UNITED HEALTH UK","LONDON","INDEPENDENT SECTOR"
"NAF","COUNSELLING TEAM LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NAG","THINKACTION MENTAL HEALTH SERVICE (FORMERLY KNOWN AS KCA)","SOUTH EAST","INDEPENDENT SECTOR"
"NAH","MATRIX HEALTH SERVICES UK LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAI","PEACOCKS MEDICAL GROUP LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAJ","EAST RIDING FERTILITY SERVICES LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAJ","EAST RIDING FERTILITY SERVICES LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAK","SERENITY-SEQUEL HEALTHCARE LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAL","PATIENTFIRST SOCIAL ENTERPRISE","LONDON","INDEPENDENT SECTOR"
"NAM","PROBUS SURGERY LIMITED","SOUTH WEST","INDEPENDENT SECTOR"
"NAN","ENFIELD HEALTH PARTNERSHIP LIMITED","LONDON","INDEPENDENT SECTOR"
"NAO","A&Z WOUNDS LIMITED","LONDON","INDEPENDENT SECTOR"
"NAP","JOHN HETHERINGTON (AQP)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAQ","ALEC MING","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAR","JAYATI TARAFDER (AQP)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAR","JAYATI TARAFDER (AQP)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAS","CHESHIRE PRIMARY CARE PROVIDER CIC","NORTH WEST","INDEPENDENT SECTOR"
"NAT","MR STEVE MAGUINESS (AQP)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAU","WISBECH OSTEOPATHIC CLINIC","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NAV","MR SIMON TYRELL (AQP)","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NAW","CHOICE LIFESTYLES LTD","LONDON","INDEPENDENT SECTOR"
"NAX","EAST COAST COMMUNITY HEALTHCARE C.I.C","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NAX","EAST COAST COMMUNITY HEALTHCARE C.I.C","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NAY","ACCELERATE HEALTH CIC","LONDON","INDEPENDENT SECTOR"
"NBA","LIFESTYLE PHYSIOTHERAPY AND SPORTS INJURY CLINIC","MIDLANDS","INDEPENDENT SECTOR"
"NBB","THE HELPING HAND COMPANY","MIDLANDS","INDEPENDENT SECTOR"
"NBC","GEECOL WELLNESS LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NBD","TOTAL HEALTH CARE CLINICS LTD","MIDLANDS","INDEPENDENT SECTOR"
"NBE","AECC SOUTHAMPTON","SOUTH EAST","INDEPENDENT SECTOR"
"NBF","LINCOLNSHIRE AND DISTRICTS MEDICAL SERVICES","MIDLANDS","INDEPENDENT SECTOR"
"NBG","MEDISCAN DIAGNOSTICS SERVICES LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NBG","MEDISCAN DIAGNOSTICS SERVICES LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NBH","PRIORITYLINKS LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NBI","LAKESIDE MEDICAL DIAGNOSTICS","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NBJ","HALTWHISTLE MEDICAL GROUP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NBK","THE BARIATRIC CONSULTANCY LTD","LONDON","INDEPENDENT SECTOR"
"NBL","WEST PARADE PHYSIOTHERAPY LTD","MIDLANDS","INDEPENDENT SECTOR"
"NBM","DIRECT MEDICAL IMAGING LTD","NORTH WEST","INDEPENDENT SECTOR"
"NBN","FERNEHAM HEALTH LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NBO","TURNPIKE MEDICAL LTD","MIDLANDS","INDEPENDENT SECTOR"
"NBP","BRISDOC HEALTHCARE SERVICES LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NBQ","CEDAR PARK HEALTHCARE","MIDLANDS","INDEPENDENT SECTOR"
"NBR","SOUTH EAST FERTILITY CLINIC LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NBS","LANE PHYSIOTHERAPY CLINIC","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NBT","WINGATE MINOR SURGERY SERVICE","NORTH WEST","INDEPENDENT SECTOR"
"NBU","SURREY ULTRASOUND SERVICES","SOUTH EAST","INDEPENDENT SECTOR"
"NBV","DAVID COOK PHYSIOTHERAPY LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NBW","LAMBETH COMMUNITY DIABETES SERVICE","LONDON","INDEPENDENT SECTOR"
"NBX","CARDIOCOM (UK) LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NBY","CAMBS & PETERBOROUGH SERVICES","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NCA","MK GP PHYSIOTHERAPY (B.J. WETHERELL LTD)","MIDLANDS","INDEPENDENT SECTOR"
"NCB","LINCOLN CHIROPRACTIC CLINIC","MIDLANDS","INDEPENDENT SECTOR"
"NCC","PRIMARY PROVIDER COMPANY LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NCC","PRIMARY PROVIDER COMPANY LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NCD","ESS PRIMARY CARE SOLUTIONS","LONDON","INDEPENDENT SECTOR"
"NCE","MASTERCALL HEALTHCARE","NORTH WEST","INDEPENDENT SECTOR"
"NCF","RAVENSCROFT HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NCG","LONGVIEW PRIMARY SURGICAL SERVICES LTD","NORTH WEST","INDEPENDENT SECTOR"
"NCH","TALKPLUS","SOUTH EAST","INDEPENDENT SECTOR"
"NCI","PARTNERS4HEALTH","NORTH WEST","INDEPENDENT SECTOR"
"NCJ","INTERHEALTH CANADA UK","LONDON","INDEPENDENT SECTOR"
"NCK","E-LOGICA LTD","MIDLANDS","INDEPENDENT SECTOR"
"NCL","EXPRESS DIAGNOSTICS","SOUTH WEST","INDEPENDENT SECTOR"
"NCM","SIX DEGREES SOCIAL ENTERPRISE CIC","NORTH WEST","INDEPENDENT SECTOR"
"NCM","SIX DEGREES SOCIAL ENTERPRISE CIC","NORTH WEST","INDEPENDENT SECTOR"
"NCN","DMC COMMUNITY OUTPATIENT SERVICES","LONDON","INDEPENDENT SECTOR"
"NCN","DMC COMMUNITY OUTPATIENT SERVICES","LONDON","INDEPENDENT SECTOR"
"NCN","DMC COMMUNITY OUTPATIENT SERVICES","LONDON","INDEPENDENT SECTOR"
"NCO","HACS COUNSELLING SERVICE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NCP","PREMIER PHYSICAL HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NCP","PREMIER PHYSICAL HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
