"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update","drop"
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-07-13,28,"Unlinked",2,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-07-20,29,"HO.pHA",7,2020-07-13,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-02,9,"CO",3,2020-03-03,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-09,10,"CO",1,2020-03-15,2020-03-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-16,11,"CO",18,2020-03-20,2020-03-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-16,11,"HO.iHA",2,2020-03-15,2020-04-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-23,12,"CO",22,2020-04-01,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-23,12,"HO.HA",1,2020-03-09,2020-04-10,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-23,12,"HO.iHA",10,2020-03-22,2020-04-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-23,12,"HO.pHA",0,2020-03-19,2020-04-12,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-30,13,"CO",98,2020-04-07,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-30,13,"HO.HA",16,2020-03-12,2020-04-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-30,13,"HO.iHA",10,2020-04-03,2020-04-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-03-30,13,"HO.pHA",1,2020-03-27,2020-04-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-06,14,"CO",46,2020-04-19,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-06,14,"HO.HA",5,2020-03-21,2020-05-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-06,14,"HO.iHA",21,2020-04-09,2020-04-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-06,14,"HO.pHA",1,2020-03-29,2020-04-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-13,15,"CO",34,2020-04-30,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-13,15,"HO.HA",15,2020-03-30,2020-05-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-13,15,"HO.iHA",10,2020-04-16,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-13,15,"HO.pHA",4,2020-04-07,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-20,16,"CO",35,2020-05-04,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-20,16,"HO.HA",25,2020-04-08,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-20,16,"HO.iHA",13,2020-04-20,2020-05-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-20,16,"HO.pHA",7,2020-04-09,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-27,17,"CO",23,2020-05-16,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-27,17,"HO.HA",11,2020-04-08,2020-04-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-27,17,"HO.iHA",2,2020-04-28,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-04-27,17,"HO.pHA",12,2020-04-21,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-04,18,"CO",33,2020-05-18,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-04,18,"HO.HA",4,2020-03-15,2020-04-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-04,18,"HO.pHA",12,2020-04-29,2020-05-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-11,19,"CO",12,2020-05-20,2020-06-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-11,19,"HO.HA",14,2020-04-30,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-11,19,"HO.iHA",13,2020-05-11,2020-05-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-11,19,"HO.pHA",12,2020-05-06,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-18,20,"CO",14,2020-06-01,2020-06-12,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-18,20,"HO.HA",18,2020-05-03,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-18,20,"HO.iHA",6,2020-05-21,2020-05-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-18,20,"Unlinked",2,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-25,21,"CO",11,2020-06-05,2020-06-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-25,21,"HO.HA",16,2020-05-05,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-25,21,"HO.iHA",15,NA,2020-06-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-25,21,"HO.pHA",1,2020-05-12,2020-05-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-05-25,21,"Unlinked",9,2020-05-22,2020-05-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-01,22,"CO",4,2020-06-10,2020-06-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-01,22,"HO.HA",6,2020-05-10,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-08,23,"CO",10,2020-06-11,2020-07-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-08,23,"HO.HA",0,2019-12-25,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-08,23,"HO.iHA",5,NA,2020-06-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-15,24,"CO",8,2020-07-01,2020-07-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-15,24,"HO.iHA",1,2020-06-11,2020-06-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-22,25,"CO",5,2020-07-01,2020-07-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-29,26,"CO",6,2020-07-05,2020-07-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-06-29,26,"HO.HA",14,2020-03-30,2020-04-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-07-06,27,"CO",12,2020-07-11,2020-07-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-07-06,27,"HO.HA",15,2020-04-18,2020-04-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-07-13,28,"CO",8,NA,2020-07-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6562","HII",2020-07-20,29,"HO.HA",18,2020-04-29,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-02-24,8,"Unlinked",3,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-09,10,"CO",3,2020-03-14,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-09,10,"Unlinked",16,NA,2020-07-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-16,11,"CO",6,2020-03-22,2020-03-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-16,11,"HO.HA",6,NA,2020-04-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-23,12,"CO",50,2020-03-31,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-23,12,"HO.HA",16,2020-03-12,2020-04-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-23,12,"HO.iHA",2,2020-03-26,2020-04-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-23,12,"HO.pHA",12,2020-03-21,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-23,12,"Unlinked",17,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-30,13,"CO",80,2020-04-08,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-30,13,"HO.HA",13,2020-03-14,2020-04-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-30,13,"HO.iHA",17,2020-04-02,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-30,13,"HO.pHA",11,2020-03-27,2020-04-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-03-30,13,"Unlinked",11,2020-03-29,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-06,14,"CO",75,2020-04-21,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-06,14,"HO.HA",1,2020-03-19,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-06,14,"HO.iHA",13,2020-04-08,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-06,14,"HO.pHA",17,2020-04-04,2020-04-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-06,14,"Unlinked",14,NA,2020-03-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-13,15,"CO",67,2020-05-01,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-13,15,"HO.HA",2,2020-03-30,2020-04-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-13,15,"HO.iHA",17,2020-04-16,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-13,15,"HO.pHA",4,2020-04-09,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-20,16,"CO",17,2020-05-02,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-20,16,"HO.HA",11,2020-03-30,2020-04-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-20,16,"HO.iHA",15,2020-04-22,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-20,16,"HO.pHA",6,2020-04-13,2020-04-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-20,16,"Unlinked",10,2020-04-16,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-27,17,"CO",15,2020-05-09,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-27,17,"HO.HA",4,2020-04-14,2020-04-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-27,17,"HO.iHA",3,2020-04-28,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-27,17,"HO.pHA",2,2020-04-22,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-04-27,17,"Unlinked",3,2020-01-01,2020-01-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-04,18,"CO",31,2020-05-15,2020-05-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-04,18,"HO.HA",10,2020-04-19,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-04,18,"HO.iHA",3,NA,2020-05-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-04,18,"HO.pHA",15,2020-04-22,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-04,18,"Unlinked",11,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-11,19,"CO",12,2020-05-23,2020-06-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-11,19,"HO.HA",11,2020-04-22,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-11,19,"HO.iHA",4,2020-05-10,2020-05-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-11,19,"HO.pHA",13,2020-05-08,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-11,19,"Unlinked",13,2020-02-02,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-18,20,"CO",13,2020-06-01,2020-07-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-18,20,"HO.HA",9,2020-05-04,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-18,20,"HO.iHA",7,2020-05-16,2020-06-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-18,20,"HO.pHA",3,2020-05-12,2020-06-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-25,21,"CO",7,2020-06-07,2020-06-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-25,21,"HO.HA",1,2020-05-10,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-25,21,"HO.iHA",11,2020-05-29,2020-07-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-05-25,21,"HO.pHA",6,2020-05-19,2020-06-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-01,22,"CO",11,2020-06-10,2020-07-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-01,22,"HO.HA",4,2020-05-19,2020-07-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-01,22,"HO.iHA",4,2020-05-31,2020-07-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-01,22,"HO.pHA",13,NA,2020-06-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-08,23,"CO",17,2020-06-22,2020-07-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-08,23,"HO.HA",2,2020-05-23,2020-06-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-08,23,"HO.iHA",0,2020-06-05,2020-06-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-15,24,"CO",8,2020-06-29,2020-07-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-15,24,"HO.HA",2,2020-05-31,2020-07-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-15,24,"HO.iHA",0,2020-06-14,2020-06-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-22,25,"CO",10,2020-07-02,2020-06-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-22,25,"HO.HA",9,2020-06-10,2020-07-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-22,25,"HO.iHA",4,NA,2020-06-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-22,25,"HO.pHA",3,2020-06-18,2020-07-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-29,26,"CO",14,2020-07-11,2020-07-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-06-29,26,"HO.iHA",1,2020-06-24,2020-07-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-07-13,28,"HO.iHA",5,2020-07-12,2020-07-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6620","VTO",2020-07-27,30,"HO.HA",3,NA,2020-08-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-03-23,12,"CO",8,NA,2020-04-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-03-23,12,"Unlinked",1,2020-01-23,2020-02-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-03-30,13,"CO",6,NA,2020-04-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-03-30,13,"HO.HA",1,NA,2020-04-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-03-30,13,"HO.iHA",0,NA,2020-04-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-03-30,13,"Unlinked",14,2020-03-23,2020-03-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-06,14,"CO",12,NA,2020-04-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-06,14,"HO.iHA",2,NA,2020-04-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-06,14,"HO.pHA",11,NA,2020-04-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-06,14,"Unlinked",1,2020-04-07,2020-03-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-13,15,"CO",8,NA,2020-04-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-13,15,"Unlinked",12,2020-04-06,2020-04-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-27,17,"CO",10,NA,2020-05-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-27,17,"HO.iHA",4,NA,2020-05-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-27,17,"HO.pHA",8,NA,2020-05-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-04-27,17,"Unlinked",3,NA,2020-04-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-05-04,18,"HO.iHA",1,NA,2020-05-10,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-05-11,19,"Unlinked",1,NA,2020-06-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-05-18,20,"HO.pHA",12,NA,2020-05-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-05-18,20,"Unlinked",2,NA,2020-02-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-05-25,21,"HO.iHA",13,NA,2020-05-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-06-01,22,"Unlinked",6,2020-05-10,2020-05-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-06-08,23,"Unlinked",1,2020-05-26,2020-06-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-06-22,25,"Unlinked",10,2019-12-25,2019-12-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-07-06,27,"Unlinked",7,2020-02-26,2020-02-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6690","YHM",2020-07-20,29,"Unlinked",8,2020-06-18,2020-06-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6716","CJJ",2020-03-23,12,"CO",1,NA,2020-03-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6716","CJJ",2020-04-06,14,"CO",15,NA,2020-04-10,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6716","CJJ",2020-04-13,15,"CO",2,NA,2020-04-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6716","CJJ",2020-04-27,17,"CO",16,2020-05-11,2020-05-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6716","CJJ",2020-05-11,19,"CO",3,NA,2020-05-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-02-24,8,"CO",3,2020-02-29,2020-03-04,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-02,9,"CO",10,2020-03-06,NA,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-09,10,"CO",10,2020-03-15,2020-03-22,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-09,10,"HO.iHA",6,2020-03-07,2020-03-12,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-09,10,"Unlinked",19,2020-03-10,2020-02-01,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-16,11,"CO",51,2020-03-22,2020-05-29,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-16,11,"HO.HA",1,2020-02-25,2020-04-09,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-16,11,"HO.iHA",8,2020-03-18,2020-05-19,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-16,11,"Unlinked",3,2020-03-06,2020-02-28,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-23,12,"CO",50,2020-03-29,2020-07-10,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-23,12,"HO.HA",12,2020-03-10,2020-05-22,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-23,12,"HO.iHA",25,2020-03-27,2020-05-07,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-23,12,"HO.pHA",4,2020-03-14,NA,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-23,12,"Unlinked",15,2020-03-27,2020-04-21,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-30,13,"CO",277,2020-04-15,2020-07-13,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-30,13,"HO.HA",8,2020-03-16,2020-05-19,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-30,13,"HO.iHA",23,2020-04-02,2020-07-09,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-30,13,"HO.pHA",5,2020-03-26,2020-05-04,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-03-30,13,"Unlinked",41,2020-07-13,2020-07-09,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-06,14,"CO",296,2020-04-19,2020-06-17,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-06,14,"HO.HA",24,2020-03-22,2020-06-03,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-06,14,"HO.iHA",10,2020-04-08,2020-05-22,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-06,14,"HO.pHA",12,2020-04-03,2020-05-15,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-06,14,"Unlinked",346,2020-07-27,2020-07-27,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-13,15,"CO",52,2020-04-30,2020-06-22,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-13,15,"HO.HA",15,2020-04-04,2020-06-23,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-13,15,"HO.iHA",5,2020-04-17,2020-05-26,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-13,15,"HO.pHA",16,2020-04-03,2020-05-01,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-13,15,"Unlinked",670,2020-07-28,2020-07-29,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-20,16,"CO",66,2020-05-07,2020-06-24,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-20,16,"HO.HA",9,2020-04-09,2020-06-03,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-20,16,"HO.iHA",14,2020-04-21,2020-05-20,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-20,16,"HO.pHA",1,2020-04-18,2020-06-24,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-20,16,"Unlinked",272,2020-07-30,2020-07-01,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-27,17,"CO",43,2020-05-15,2020-06-01,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-27,17,"HO.HA",7,2020-03-20,2020-05-21,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-27,17,"HO.iHA",11,2020-04-23,2020-05-04,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-27,17,"HO.pHA",4,2020-04-22,2020-05-29,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-04-27,17,"Unlinked",144,2020-07-29,2020-07-28,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-04,18,"CO",26,2020-05-14,2020-06-15,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-04,18,"HO.HA",19,2020-04-17,2020-06-16,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-04,18,"HO.iHA",16,2020-05-04,2020-06-06,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-04,18,"HO.pHA",5,2020-04-29,2020-06-12,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-04,18,"Unlinked",127,2020-07-25,2020-07-29,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-11,19,"CO",23,2020-05-28,2020-06-09,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-11,19,"HO.HA",19,2020-04-30,2020-06-15,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-11,19,"HO.iHA",5,2020-05-11,2020-05-23,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-11,19,"HO.pHA",6,2020-05-06,2020-06-08,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-11,19,"Unlinked",148,2020-07-26,2020-08-02,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-18,20,"CO",14,2020-06-02,2020-06-17,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-18,20,"HO.HA",17,2020-05-05,2020-07-06,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6721","OIL",2020-05-18,20,"HO.iHA",8,2020-05-13,2020-06-11,FALSE
